autonomy,competence,relatedness,pleasure,interest,importance,situation_requires,anxiety_guilt_avoidance,another_wants,Date,User
29,29,22,6,6,23,17,0,1,2019-05-30T13:47:49Z,Moti_P17
30,25,19,0,0,7,31,0,16,2019-05-31T06:20:18Z,Moti_P17
30,30,13,0,0,8,19,0,30,2019-05-31T08:17:05Z,Moti_P17
29,26,31,0,11,21,11,0,0,2019-05-31T12:34:19Z,Moti_P17
29,18,25,0,27,18,20,0,5,2019-05-31T13:50:40Z,Moti_P17
27,18,23,0,5,45,18,0,2,2019-06-01T09:33:13Z,Moti_P17
30,20,23,0,0,32,17,0,0,2019-06-01T13:09:17Z,Moti_P17
27,22,16,0,0,32,23,0,2,2019-06-01T14:05:57Z,Moti_P17
25,29,24,0,4,12,39,1,8,2019-06-01T14:46:30Z,Moti_P17
29,33,22,0,0,19,21,5,3,2019-06-02T08:14:56Z,Moti_P17
29,34,25,6,3,0,20,0,0,2019-06-02T10:47:38Z,Moti_P17
34,24,25,3,6,18,21,2,21,2019-06-02T11:49:51Z,Moti_P17
31,36,21,0,0,5,20,1,18,2019-06-02T13:58:42Z,Moti_P17
31,27,19,3,5,13,38,10,13,2019-06-03T06:57:40Z,Moti_P17
33,35,19,2,6,12,34,5,12,2019-06-03T09:08:51Z,Moti_P17
28,24,19,0,0,23,28,0,0,2019-06-03T12:49:30Z,Moti_P17
28,33,26,3,7,17,31,1,6,2019-06-04T06:37:15Z,Moti_P17
37,37,28,0,0,32,10,4,0,2019-06-04T09:15:26Z,Moti_P17
31,25,21,2,21,7,10,0,4,2019-06-04T11:34:08Z,Moti_P17
25,28,19,4,0,25,34,0,21,2019-06-04T12:18:19Z,Moti_P17
22,24,18,4,0,16,16,8,25,2019-06-04T13:59:29Z,Moti_P17
29,31,22,3,0,9,30,3,8,2019-06-05T06:32:14Z,Moti_P17
31,30,27,0,0,21,26,5,0,2019-06-05T09:09:47Z,Moti_P17
25,33,16,0,0,32,36,0,0,2019-06-05T10:43:33Z,Moti_P17
30,32,24,11,5,22,26,0,13,2019-06-06T06:37:16Z,Moti_P17
33,35,29,13,6,21,15,0,5,2019-06-06T08:18:19Z,Moti_P17
26,10,26,3,27,19,17,0,0,2019-06-06T09:50:43Z,Moti_P17
27,32,27,7,0,15,23,0,0,2019-06-06T12:04:46Z,Moti_P17
37,30,25,12,3,18,16,0,5,2019-06-07T06:00:39Z,Moti_P17
30,31,26,18,3,25,22,5,6,2019-06-07T08:51:12Z,Moti_P17
23,29,24,7,0,8,23,4,12,2019-06-07T11:19:56Z,Moti_P17
32,33,24,2,0,4,29,11,22,2019-06-07T13:17:59Z,Moti_P17
25,35,27,10,0,11,20,14,20,2019-06-07T13:55:04Z,Moti_P17
32,34,25,11,3,21,27,0,17,2019-06-08T07:27:46Z,Moti_P17
32,28,26,6,13,3,11,0,0,2019-06-08T10:41:22Z,Moti_P17
15,28,24,7,6,13,29,4,5,2019-06-08T12:11:15Z,Moti_P17
32,23,27,3,3,25,25,19,16,2019-06-08T13:01:06Z,Moti_P17
29,27,22,2,0,4,9,0,0,2019-06-09T08:08:41Z,Moti_P17
31,35,20,7,3,15,14,0,28,2019-06-09T12:46:45Z,Moti_P17
28,34,27,2,7,36,22,0,0,2019-06-09T15:12:30Z,Moti_P17
26,31,22,3,3,16,10,3,12,2019-06-10T06:40:27Z,Moti_P17
29,27,28,14,10,33,24,0,5,2019-06-10T08:20:54Z,Moti_P17
34,26,23,11,1,17,32,8,0,2019-06-10T10:50:41Z,Moti_P17
37,33,25,17,2,9,27,0,7,2019-06-10T12:10:34Z,Moti_P17
22,25,24,0,1,17,28,0,27,2019-06-10T13:38:56Z,Moti_P17
31,26,22,2,0,12,9,1,8,2019-06-11T06:32:31Z,Moti_P17
29,36,25,0,0,3,32,0,2,2019-06-11T09:57:14Z,Moti_P17
32,31,33,24,7,13,11,0,6,2019-06-11T13:03:50Z,Moti_P17
27,32,28,6,19,23,18,0,16,2019-06-12T08:14:45Z,Moti_P17
8,28,28,11,3,5,2,2,3,2019-06-12T11:00:45Z,Moti_P17
0,26,19,2,14,5,23,0,22,2019-06-12T13:58:34Z,Moti_P17
32,26,25,2,0,11,17,0,14,2019-06-13T06:22:19Z,Moti_P17
29,28,16,3,0,22,26,0,23,2019-06-13T08:05:52Z,Moti_P17
36,39,26,4,0,0,25,3,0,2019-06-13T09:25:07Z,Moti_P17
25,35,35,8,1,22,25,20,0,2019-06-13T11:52:57Z,Moti_P17
29,15,23,0,9,32,36,4,13,2019-06-13T13:10:05Z,Moti_P17
23,26,21,3,0,5,26,3,33,2019-06-13T14:51:57Z,Moti_P17
30,35,26,21,13,18,21,1,6,2019-06-14T06:30:36Z,Moti_P17
24,28,11,15,17,3,7,8,4,2019-06-14T09:33:57Z,Moti_P17
9,26,20,1,4,4,25,7,5,2019-06-14T11:54:37Z,Moti_P17
25,22,18,4,10,27,20,0,0,2019-06-15T07:28:42Z,Moti_P17
32,9,12,3,0,33,40,3,8,2019-06-15T08:51:28Z,Moti_P17
20,30,16,2,0,15,25,4,26,2019-06-16T08:48:48Z,Moti_P17
30,37,23,11,0,21,30,0,29,2019-06-16T13:12:46Z,Moti_P17
33,35,23,24,30,28,12,0,0,2019-06-16T14:00:00Z,Moti_P17
31,22,23,0,0,16,18,0,12,2019-06-16T14:50:09Z,Moti_P17
31,37,21,5,0,13,23,9,7,2019-06-17T06:22:39Z,Moti_P17
30,21,23,23,16,11,1,0,0,2019-06-17T08:48:14Z,Moti_P17
25,27,23,4,2,24,18,0,14,2019-06-17T12:15:31Z,Moti_P17
31,30,27,11,2,11,26,17,6,2019-06-18T06:56:25Z,Moti_P17
28,27,18,0,0,6,42,0,8,2019-06-18T09:13:49Z,Moti_P17
37,37,20,5,0,36,38,0,0,2019-06-18T10:59:36Z,Moti_P17
32,40,22,7,0,10,35,1,24,2019-06-18T13:54:35Z,Moti_P17
35,34,26,15,3,17,32,0,11,2019-06-19T06:52:33Z,Moti_P17
33,30,23,4,3,27,24,0,12,2019-06-19T09:12:28Z,Moti_P17
32,35,26,3,0,5,34,0,0,2019-06-19T12:56:55Z,Moti_P17
26,31,23,3,0,19,27,2,6,2019-06-19T14:47:55Z,Moti_P17
30,27,22,0,0,10,33,10,12,2019-06-20T06:52:23Z,Moti_P17
28,26,25,0,0,10,41,1,14,2019-06-20T10:12:33Z,Moti_P17
24,20,22,0,0,0,40,10,12,2019-06-20T13:01:51Z,Moti_P17
4,14,14,0,0,2,20,15,44,2019-06-21T06:57:20Z,Moti_P17
21,27,20,0,0,23,30,8,0,2019-06-21T09:43:00Z,Moti_P17
18,18,22,0,0,3,12,21,22,2019-06-21T11:55:53Z,Moti_P17
25,28,22,6,0,4,28,0,27,2019-06-22T08:46:45Z,Moti_P17
32,30,23,29,27,27,0,0,0,2019-06-22T09:36:09Z,Moti_P17
31,36,27,2,1,28,25,0,25,2019-06-22T14:03:29Z,Moti_P17
5,25,8,0,0,0,31,12,22,2019-06-22T14:51:59Z,Moti_P17
32,15,15,4,3,41,0,0,0,2019-06-23T08:39:02Z,Moti_P17
29,32,24,28,6,21,25,0,0,2019-06-23T10:35:32Z,Moti_P17
19,21,23,0,0,3,10,0,20,2019-06-23T11:37:31Z,Moti_P17
29,27,22,0,8,3,12,0,18,2019-06-23T13:39:53Z,Moti_P17
32,33,27,3,0,0,26,3,12,2019-06-24T06:56:07Z,Moti_P17
32,28,14,3,0,27,33,7,22,2019-06-24T09:18:32Z,Moti_P17
36,18,21,8,20,19,11,0,0,2019-06-24T10:06:11Z,Moti_P17
35,33,20,2,3,24,27,0,25,2019-06-24T12:51:48Z,Moti_P17
30,26,27,19,0,22,29,0,22,2019-06-24T14:43:00Z,Moti_P17
33,28,17,19,4,9,32,4,14,2019-06-25T06:40:08Z,Moti_P17
29,38,25,7,2,13,25,0,19,2019-06-25T09:02:18Z,Moti_P17
26,25,18,3,1,5,26,1,32,2019-06-25T11:26:48Z,Moti_P17
18,22,22,0,0,11,31,0,28,2019-06-25T12:49:19Z,Moti_P17
32,19,18,2,21,11,6,0,0,2019-06-25T14:51:03Z,Moti_P17
27,32,22,4,0,19,19,2,12,2019-06-26T06:57:30Z,Moti_P17
36,26,25,0,0,26,22,23,23,2019-06-26T07:56:20Z,Moti_P17
34,27,22,5,0,24,27,0,23,2019-06-26T12:23:09Z,Moti_P17
21,25,24,0,0,5,32,3,26,2019-06-26T13:39:26Z,Moti_P17
33,36,24,6,1,15,28,5,20,2019-06-27T06:56:50Z,Moti_P17
35,31,11,9,2,16,25,4,25,2019-06-27T10:14:09Z,Moti_P17
36,33,25,4,0,33,31,0,16,2019-06-27T12:00:19Z,Moti_P17
25,27,24,22,2,20,25,3,22,2019-06-27T14:52:11Z,Moti_P17
38,32,26,6,4,30,15,0,22,2019-06-28T06:53:01Z,Moti_P17
36,32,28,0,0,21,27,0,13,2019-06-28T08:38:01Z,Moti_P17
31,27,22,0,0,18,34,4,19,2019-06-28T10:57:19Z,Moti_P17
23,12,26,22,0,11,18,25,18,2019-06-28T13:38:56Z,Moti_P17
25,15,17,22,8,9,24,0,7,2019-06-29T09:30:21Z,Moti_P17
16,22,19,12,0,12,27,11,7,2019-06-29T11:09:36Z,Moti_P17
28,18,21,6,4,16,18,1,7,2019-06-29T12:56:49Z,Moti_P17
31,25,25,30,13,26,16,0,4,2019-06-30T07:28:35Z,Moti_P17
35,26,23,29,4,34,34,0,0,2019-06-30T15:09:31Z,Moti_P17
14,28,21,16,16,25,32,3,17,2019-07-01T06:12:27Z,Moti_P17
31,27,23,17,31,25,8,1,0,2019-07-01T09:15:18Z,Moti_P17
27,23,17,0,1,16,33,24,25,2019-07-01T13:32:52Z,Moti_P17
29,29,22,9,0,26,28,0,12,2019-07-02T06:57:31Z,Moti_P17
34,39,27,0,0,23,44,1,0,2019-07-02T09:51:46Z,Moti_P17
18,24,28,0,0,20,24,0,25,2019-07-02T13:52:21Z,Moti_P17
30,29,26,4,0,19,21,0,23,2019-07-03T06:26:44Z,Moti_P17
34,37,32,2,0,20,22,0,11,2019-07-03T07:52:47Z,Moti_P17
24,22,27,0,0,24,26,3,4,2019-07-03T09:03:25Z,Moti_P17
24,32,25,1,0,15,24,0,15,2019-07-03T11:29:25Z,Moti_P17
25,31,26,20,6,25,25,0,17,2019-07-03T12:26:59Z,Moti_P17
10,22,13,0,0,15,31,0,15,2019-07-03T14:48:56Z,Moti_P17
22,29,26,6,0,22,26,0,13,2019-07-04T06:57:05Z,Moti_P17
22,26,24,0,0,16,31,0,18,2019-07-04T12:40:41Z,Moti_P17
23,27,24,7,0,25,27,0,25,2019-07-04T14:39:52Z,Moti_P17
29,26,20,21,22,31,31,0,17,2019-07-05T06:17:10Z,Moti_P17
30,22,24,0,0,19,17,0,8,2019-07-05T08:52:37Z,Moti_P17
32,34,25,0,0,30,34,0,0,2019-07-05T11:44:29Z,Moti_P17
29,29,26,0,1,21,31,0,13,2019-07-05T12:44:36Z,Moti_P17
32,28,22,24,36,30,10,0,0,2019-07-05T14:51:18Z,Moti_P17
21,25,24,16,1,6,13,0,21,2019-07-06T08:26:58Z,Moti_P17
23,27,25,34,29,27,16,0,0,2019-07-06T10:04:09Z,Moti_P17
29,29,27,16,2,10,11,0,4,2019-07-07T08:52:40Z,Moti_P17
21,17,23,8,15,14,27,21,0,2019-07-07T10:27:39Z,Moti_P17
29,16,21,13,19,24,9,3,0,2019-07-07T12:07:38Z,Moti_P17
24,26,26,3,12,13,25,4,0,2019-07-07T14:11:50Z,Moti_P17
22,22,26,30,11,4,8,0,0,2019-07-07T16:14:27Z,Moti_P17
32,34,24,23,32,31,19,0,0,2019-07-08T07:21:24Z,Moti_P17
29,32,30,34,39,32,6,0,0,2019-07-08T11:22:58Z,Moti_P17
26,19,28,13,21,29,23,7,0,2019-07-08T14:42:40Z,Moti_P17
24,22,23,29,34,25,18,0,0,2019-07-09T08:00:21Z,Moti_P17
30,24,30,33,31,36,20,0,0,2019-07-09T10:10:58Z,Moti_P17
22,24,31,24,11,34,17,0,0,2019-07-09T15:50:56Z,Moti_P17
23,16,30,24,27,29,25,0,0,2019-07-10T07:32:01Z,Moti_P17
25,28,34,29,22,28,26,0,0,2019-07-10T14:45:45Z,Moti_P17
26,22,29,21,32,38,24,24,0,2019-07-11T13:23:56Z,Moti_P17
27,28,31,18,16,33,36,4,0,2019-07-11T15:48:26Z,Moti_P17
23,29,29,23,29,40,31,8,0,2019-07-12T07:17:21Z,Moti_P17
24,19,28,9,8,18,14,4,6,2019-07-12T10:28:14Z,Moti_P17
25,21,27,28,36,36,15,19,0,2019-07-12T11:47:35Z,Moti_P17
26,19,27,10,15,19,21,3,12,2019-07-12T14:32:13Z,Moti_P17
24,22,27,0,0,10,12,29,26,2019-07-13T08:28:47Z,Moti_P17
26,36,24,24,2,32,33,5,0,2019-07-13T11:42:45Z,Moti_P17
17,21,26,0,0,16,23,2,27,2019-07-13T13:14:54Z,Moti_P17
25,26,20,0,0,4,25,0,32,2019-07-13T15:38:41Z,Moti_P17
32,28,24,11,0,22,23,3,14,2019-07-14T07:52:01Z,Moti_P17
20,26,24,2,0,14,29,25,19,2019-07-14T11:45:54Z,Moti_P17
25,27,25,0,0,17,26,3,28,2019-07-14T13:29:58Z,Moti_P17
24,23,19,9,0,12,20,11,21,2019-07-14T15:55:45Z,Moti_P17
0,27,18,0,0,8,27,0,25,2019-07-15T08:17:40Z,Moti_P17
34,27,25,9,7,40,8,0,0,2019-07-15T09:33:13Z,Moti_P17
31,28,23,11,2,27,20,0,0,2019-07-15T11:14:25Z,Moti_P17
26,28,23,11,29,23,24,1,13,2019-07-15T12:24:10Z,Moti_P17
23,20,19,7,14,5,11,1,4,2019-07-15T14:52:00Z,Moti_P17
28,32,27,0,0,25,26,0,24,2019-07-16T07:22:44Z,Moti_P17
28,35,27,4,2,23,33,0,15,2019-07-16T10:28:40Z,Moti_P17
33,34,27,4,1,21,31,0,20,2019-07-16T11:36:38Z,Moti_P17
35,34,27,0,0,16,32,0,12,2019-07-16T13:46:32Z,Moti_P17
25,35,23,5,0,19,27,29,14,2019-07-17T08:00:35Z,Moti_P17
31,21,28,16,31,29,4,3,0,2019-07-17T09:20:03Z,Moti_P17
29,37,26,9,0,26,25,0,0,2019-07-17T10:57:45Z,Moti_P17
29,25,21,0,0,19,24,0,24,2019-07-17T13:42:38Z,Moti_P17
17,23,16,37,0,0,0,6,0,2019-07-18T07:06:06Z,Moti_P17
32,30,28,0,10,18,22,0,17,2019-07-18T10:59:30Z,Moti_P17
25,23,27,8,9,25,31,4,9,2019-07-18T13:08:37Z,Moti_P17
32,23,25,10,0,29,9,0,15,2019-07-19T08:03:51Z,Moti_P17
35,24,27,17,27,18,37,22,2,2019-07-19T10:41:12Z,Moti_P17
32,35,23,8,0,35,25,0,1,2019-07-19T11:45:22Z,Moti_P17
25,23,24,8,11,32,17,4,3,2019-07-19T13:43:51Z,Moti_P17
35,31,26,0,0,18,36,0,20,2019-07-20T09:24:24Z,Moti_P17
22,21,28,5,0,26,23,0,12,2019-07-20T11:32:49Z,Moti_P17
22,22,24,8,7,24,15,24,7,2019-07-20T15:14:29Z,Moti_P17
29,26,25,15,21,22,8,12,0,2019-07-21T10:00:37Z,Moti_P17
28,22,26,13,3,39,29,12,0,2019-07-21T11:45:40Z,Moti_P17
28,23,16,15,19,29,27,3,11,2019-07-21T14:04:26Z,Moti_P17
27,24,25,19,20,21,40,2,10,2019-07-21T14:50:10Z,Moti_P17
25,23,20,0,0,14,26,3,29,2019-07-22T06:52:41Z,Moti_P17
34,27,17,4,1,27,28,3,1,2019-07-22T09:36:49Z,Moti_P17
18,23,20,2,0,6,12,0,24,2019-07-22T11:03:34Z,Moti_P17
20,28,21,2,0,17,24,4,18,2019-07-22T14:50:57Z,Moti_P17
15,25,22,5,0,12,23,3,26,2019-07-23T07:45:13Z,Moti_P17
15,21,18,7,0,11,21,9,28,2019-07-23T09:02:36Z,Moti_P17
27,22,23,20,28,29,6,2,0,2019-07-23T10:26:06Z,Moti_P17
33,32,27,23,36,27,2,2,0,2019-07-23T13:15:29Z,Moti_P17
32,29,30,22,9,40,9,2,0,2019-07-23T14:28:23Z,Moti_P17
27,32,25,6,0,13,25,1,20,2019-07-24T06:15:36Z,Moti_P17
19,24,22,0,0,15,22,3,22,2019-07-24T08:53:19Z,Moti_P17
22,28,20,15,0,29,29,3,0,2019-07-24T11:04:28Z,Moti_P17
24,23,18,0,1,10,25,0,23,2019-07-24T12:09:59Z,Moti_P17
26,29,20,2,0,10,21,0,28,2019-07-24T14:58:25Z,Moti_P17
16,25,20,5,0,15,22,0,26,2019-07-25T07:27:10Z,Moti_P17
24,30,23,17,26,27,24,0,1,2019-07-25T09:44:56Z,Moti_P17
18,23,19,0,0,5,24,0,26,2019-07-25T11:59:35Z,Moti_P17
17,22,17,0,0,6,22,14,39,2019-07-25T14:46:32Z,Moti_P17
33,22,24,10,10,14,11,1,1,2019-07-26T06:24:49Z,Moti_P17
18,22,19,0,0,8,17,3,30,2019-07-26T08:15:23Z,Moti_P17
19,25,21,7,0,18,30,19,25,2019-07-26T10:31:15Z,Moti_P17
31,30,26,17,31,34,5,0,0,2019-07-26T11:36:15Z,Moti_P17
28,25,21,20,25,22,13,0,0,2019-07-27T07:25:38Z,Moti_P17
26,22,29,25,23,27,24,1,3,2019-07-27T10:24:42Z,Moti_P17
37,32,25,5,0,18,37,0,0,2019-07-27T12:04:04Z,Moti_P17
28,20,21,9,21,29,18,0,1,2019-07-27T15:35:36Z,Moti_P17
31,31,28,15,2,29,17,3,0,2019-07-28T13:53:32Z,Moti_P17
35,26,29,14,5,39,25,2,0,2019-07-28T14:44:52Z,Moti_P17
33,33,23,18,0,22,14,0,0,2019-07-29T08:06:29Z,Moti_P17
30,27,26,20,20,22,15,3,4,2019-07-29T10:03:53Z,Moti_P17
33,23,25,17,22,18,20,0,0,2019-07-29T12:15:17Z,Moti_P17
25,30,22,0,0,16,31,0,12,2019-07-30T07:01:41Z,Moti_P17
36,38,23,0,0,17,27,0,11,2019-07-30T08:59:41Z,Moti_P17
32,38,18,9,0,26,27,22,0,2019-07-30T11:09:35Z,Moti_P17
26,33,19,0,0,24,31,12,17,2019-07-30T13:10:06Z,Moti_P17
25,28,13,0,0,18,31,0,19,2019-07-31T06:10:11Z,Moti_P17
27,29,22,0,0,24,26,0,16,2019-07-31T08:03:51Z,Moti_P17
10,28,24,5,21,29,29,0,14,2019-07-31T10:09:31Z,Moti_P17
33,36,28,3,2,27,37,0,19,2019-08-01T06:22:24Z,Moti_P17
32,26,22,0,0,19,35,0,24,2019-08-01T08:11:14Z,Moti_P17
29,24,26,7,9,23,11,10,16,2019-08-01T09:30:02Z,Moti_P17
23,31,22,0,0,29,32,2,27,2019-08-01T11:15:46Z,Moti_P17
34,37,25,0,0,20,34,0,23,2019-08-01T13:01:33Z,Moti_P17
26,30,23,13,25,26,6,0,0,2019-08-02T07:35:13Z,Moti_P17
28,31,24,3,0,21,29,1,32,2019-08-02T09:25:19Z,Moti_P17
31,27,26,21,4,38,22,2,0,2019-08-02T11:25:17Z,Moti_P17
33,32,15,2,0,20,33,23,16,2019-08-02T14:14:41Z,Moti_P17
35,31,20,0,2,19,14,0,0,2019-08-03T07:33:56Z,Moti_P17
30,29,23,3,2,31,26,1,0,2019-08-03T08:46:30Z,Moti_P17
30,25,23,0,2,25,16,0,0,2019-08-03T09:54:58Z,Moti_P17
22,20,18,2,2,22,19,0,1,2019-08-03T11:34:41Z,Moti_P17
16,15,13,0,0,13,16,0,0,2019-08-03T13:09:41Z,Moti_P17
27,27,11,17,21,23,7,0,0,2019-08-03T14:51:51Z,Moti_P17
36,31,22,0,0,32,25,0,0,2019-08-04T07:56:40Z,Moti_P17
34,33,25,12,2,34,25,18,0,2019-08-04T09:32:36Z,Moti_P17
31,29,20,16,3,35,27,0,0,2019-08-04T11:21:12Z,Moti_P17
28,20,22,18,21,27,29,0,18,2019-08-04T12:18:04Z,Moti_P17
22,29,22,5,2,25,25,0,22,2019-08-04T13:23:34Z,Moti_P17
25,27,25,4,0,18,31,0,31,2019-08-04T15:21:10Z,Moti_P17
32,30,27,8,12,33,20,4,5,2019-08-05T06:24:06Z,Moti_P17
29,28,24,12,2,30,32,28,8,2019-08-05T08:44:40Z,Moti_P17
30,17,29,7,14,25,30,2,0,2019-08-05T10:59:13Z,Moti_P17
25,21,24,1,0,6,22,2,5,2019-08-05T12:39:46Z,Moti_P17
25,22,21,6,14,24,33,2,0,2019-08-05T14:17:36Z,Moti_P17
33,29,22,13,20,28,32,0,5,2019-08-06T07:26:51Z,Moti_P17
31,13,21,6,10,31,38,4,20,2019-08-06T09:57:19Z,Moti_P17
32,32,15,12,0,20,38,0,0,2019-08-06T12:23:20Z,Moti_P17
26,21,24,5,16,25,13,4,1,2019-08-06T14:42:38Z,Moti_P17
22,22,23,0,0,17,21,10,39,2019-08-07T07:50:37Z,Moti_P17
31,25,16,9,5,41,28,2,0,2019-08-07T09:27:38Z,Moti_P17
30,26,23,17,2,36,30,0,0,2019-08-07T10:53:18Z,Moti_P17
35,23,21,12,21,21,7,2,0,2019-08-07T14:01:46Z,Moti_P17
32,29,23,19,24,31,14,0,1,2019-08-08T06:29:45Z,Moti_P17
30,28,25,4,5,22,23,2,25,2019-08-08T09:03:37Z,Moti_P17
36,32,26,27,19,32,23,5,32,2019-08-08T10:21:32Z,Moti_P17
26,26,28,24,30,21,21,1,13,2019-08-08T14:12:48Z,Moti_P17
31,27,25,20,32,25,21,0,11,2019-08-09T07:13:09Z,Moti_P17
36,20,24,19,29,32,15,3,11,2019-08-09T10:19:42Z,Moti_P17
32,32,26,23,18,27,26,2,0,2019-08-09T11:21:47Z,Moti_P17
30,26,25,22,28,32,18,2,0,2019-08-09T12:04:32Z,Moti_P17
30,32,20,3,2,12,21,0,32,2019-08-09T14:45:04Z,Moti_P17
28,26,22,0,0,27,26,2,0,2019-08-10T07:02:25Z,Moti_P17
34,37,24,26,27,26,22,0,4,2019-08-10T09:29:24Z,Moti_P17
32,33,27,31,26,32,24,2,5,2019-08-10T11:55:16Z,Moti_P17
35,32,24,13,0,9,33,0,13,2019-08-11T10:27:15Z,Moti_P17
16,29,18,0,0,6,23,0,32,2019-08-11T12:45:32Z,Moti_P17
26,34,26,0,0,30,28,0,1,2019-08-12T08:51:53Z,Moti_P17
34,32,26,27,30,33,25,0,2,2019-08-12T11:53:02Z,Moti_P17
32,36,26,4,0,19,32,1,23,2019-08-12T13:41:40Z,Moti_P17
33,36,25,0,0,20,27,0,29,2019-08-13T06:58:02Z,Moti_P17
31,34,28,16,29,16,5,4,2,2019-08-13T08:15:27Z,Moti_P17
35,34,22,4,4,33,33,2,0,2019-08-13T10:03:55Z,Moti_P17
33,30,22,0,0,12,26,0,25,2019-08-13T11:46:51Z,Moti_P17
21,24,21,5,16,3,5,1,0,2019-08-13T13:20:57Z,Moti_P17
28,35,21,0,0,8,28,0,31,2019-08-14T06:11:59Z,Moti_P17
29,28,24,0,0,17,31,0,27,2019-08-14T07:53:39Z,Moti_P17
35,25,23,33,0,0,3,2,0,2019-08-14T08:51:30Z,Moti_P17
33,26,22,4,0,27,24,2,21,2019-08-14T11:15:05Z,Moti_P17
24,29,21,0,0,17,31,0,26,2019-08-14T12:36:35Z,Moti_P17
28,26,21,0,0,0,28,0,30,2019-08-14T13:50:53Z,Moti_P17
23,36,21,0,0,26,24,0,0,2019-08-15T06:45:37Z,Moti_P17
30,26,21,23,33,26,23,1,11,2019-08-15T09:54:41Z,Moti_P17
23,17,19,0,7,17,28,0,27,2019-08-15T11:49:34Z,Moti_P17
37,28,24,13,23,11,3,0,0,2019-08-15T14:20:26Z,Moti_P17
31,31,26,30,27,24,21,0,0,2019-08-16T07:01:31Z,Moti_P17
17,19,23,28,7,23,8,2,4,2019-08-16T08:40:52Z,Moti_P17
24,16,33,4,3,29,31,5,0,2019-08-16T11:47:34Z,Moti_P17
23,16,17,2,12,31,34,2,0,2019-08-16T14:01:43Z,Moti_P17
26,30,22,0,0,25,33,0,20,2019-08-17T07:45:26Z,Moti_P17
26,29,18,0,0,34,27,2,0,2019-08-17T09:07:30Z,Moti_P17
28,29,21,0,0,18,29,0,19,2019-08-17T11:08:40Z,Moti_P17
24,32,21,0,0,12,28,0,26,2019-08-17T11:41:37Z,Moti_P17
30,32,19,0,0,24,29,0,24,2019-08-17T12:37:40Z,Moti_P17
25,29,19,0,0,22,30,0,18,2019-08-17T13:25:41Z,Moti_P17
29,32,21,0,0,19,32,0,29,2019-08-17T14:50:36Z,Moti_P17
31,21,23,4,0,35,30,2,0,2019-08-18T08:02:10Z,Moti_P17
33,14,24,18,32,29,26,0,9,2019-08-18T11:55:22Z,Moti_P17
33,27,24,3,31,23,29,0,10,2019-08-18T12:13:34Z,Moti_P17
35,29,17,10,1,33,18,6,0,2019-08-18T14:56:15Z,Moti_P17
32,31,24,22,31,24,21,0,16,2019-08-19T07:06:31Z,Moti_P17
23,26,26,19,29,32,4,0,0,2019-08-19T08:53:35Z,Moti_P17
33,29,27,4,3,16,22,0,24,2019-08-19T11:55:14Z,Moti_P17
30,31,28,1,9,21,24,0,15,2019-08-19T12:47:17Z,Moti_P17
33,37,24,14,27,18,23,2,0,2019-08-19T14:36:50Z,Moti_P17
34,27,28,0,0,32,34,0,22,2019-08-20T06:10:37Z,Moti_P17
26,31,26,0,0,27,39,11,2,2019-08-20T09:20:48Z,Moti_P17
25,33,31,16,33,32,27,0,1,2019-08-20T11:40:06Z,Moti_P17
18,16,13,0,0,8,30,0,35,2019-08-20T12:17:03Z,Moti_P17
26,31,19,21,0,33,31,3,0,2019-08-21T06:44:49Z,Moti_P17
22,24,23,2,20,27,24,2,1,2019-08-21T08:25:02Z,Moti_P17
27,14,25,5,18,29,28,3,23,2019-08-21T11:03:35Z,Moti_P17
29,33,24,19,28,28,0,0,0,2019-08-21T13:58:09Z,Moti_P17
34,38,24,2,0,30,32,1,0,2019-08-22T08:17:14Z,Moti_P17
33,36,24,0,0,16,34,0,32,2019-08-22T10:48:06Z,Moti_P17
33,36,25,0,0,20,32,0,33,2019-08-22T12:13:41Z,Moti_P17
18,22,15,0,0,0,29,0,21,2019-08-22T14:50:42Z,Moti_P17
22,20,24,0,0,25,40,0,9,2019-08-23T06:41:46Z,Moti_P17
34,25,28,0,1,14,17,0,3,2019-08-23T08:27:18Z,Moti_P17
30,28,25,0,0,31,33,0,0,2019-08-23T09:27:13Z,Moti_P17
30,32,24,10,3,33,35,2,0,2019-08-23T12:11:05Z,Moti_P17
20,24,21,0,0,4,32,0,31,2019-08-23T13:59:35Z,Moti_P17
27,33,25,0,6,7,21,2,0,2019-08-24T08:52:32Z,Moti_P17
27,28,25,11,12,20,9,2,3,2019-08-24T11:15:51Z,Moti_P17
31,32,26,3,8,27,32,2,18,2019-08-24T12:41:23Z,Moti_P17
13,35,24,3,0,25,24,0,31,2019-08-24T14:30:49Z,Moti_P17
26,16,23,0,3,28,23,0,27,2019-08-25T07:46:39Z,Moti_P17
34,34,24,15,10,41,32,0,0,2019-08-25T09:09:10Z,Moti_P17
31,23,26,18,23,32,17,0,0,2019-08-25T10:32:34Z,Moti_P17
22,21,17,0,0,0,27,0,36,2019-08-25T13:07:33Z,Moti_P17
23,21,19,9,5,0,0,0,0,2019-08-25T14:51:21Z,Moti_P17
29,26,25,11,11,22,17,0,19,2019-08-26T06:57:04Z,Moti_P17
29,27,27,22,24,28,22,23,18,2019-08-26T08:59:37Z,Moti_P17
25,30,26,0,3,14,26,1,24,2019-08-26T10:37:10Z,Moti_P17
27,26,25,0,2,30,29,1,25,2019-08-26T12:07:17Z,Moti_P17
